"AcceptedTaxonID","DistributionElement","StandardInUse","DistributionStatus"
306,"TAIOO","TDWG Level 4 code","native"
306,"NNSOO","TDWG Level 4 code","native"
307,"FIJOO","TDWG Level 4 code","native"
309,"MRNGU","TDWG Level 4 code","native"
309,"MRN","TDWG Level 4 code","native"
310,"HAWHI","TDWG Level 4 code","native"
310,"HAW","TDWG Level 4 code","native"
311,"CRL","TDWG Level 4 code","native"
312,"BOR","TDWG Level 4 code","native"
313,"HAWHI","TDWG Level 4 code","native"
314,"HAWHI","TDWG Level 4 code","native"
315,"TAIOO","TDWG Level 4 code","native"
315,"NNSOO","TDWG Level 4 code","native"
316,"HAWHI","TDWG Level 4 code","native"
317,"HAWHI","TDWG Level 4 code","native"
318,"CRL","TDWG Level 4 code","native"
319,"PHIOO","TDWG Level 4 code","native"
320,"PHIOO","TDWG Level 4 code","native"
320,"JAP","TDWG Level 4 code","native"
321,"HAWHI","TDWG Level 4 code","native"
322,"JAP","TDWG Level 4 code","native"
322,"TAIOO","TDWG Level 4 code","native"
322,"NNSOO","TDWG Level 4 code","native"
323,"JAPKY","TDWG Level 4 code","native"
323,"KOR","TDWG Level 4 code","native"
323,"JAPSH","TDWG Level 4 code","native"
323,"TAIOO","TDWG Level 4 code","native"
323,"JAPHK","TDWG Level 4 code","native"
323,"JAP","TDWG Level 4 code","native"
323,"JAPHN","TDWG Level 4 code","native"
323,"NNSOO","TDWG Level 4 code","native"
324,"HAWHI","TDWG Level 4 code","native"
324,"HAW","TDWG Level 4 code","native"
325,"BOR","TDWG Level 4 code","native"
326,"HAWHI","TDWG Level 4 code","native"
327,"PHIOO","TDWG Level 4 code","native"
328,"SAMWS","TDWG Level 4 code","native"
329,"MRQOO","TDWG Level 4 code","native"
330,"MRNGU","TDWG Level 4 code","native"
330,"CRLPA","TDWG Level 4 code","native"
330,"CRL","TDWG Level 4 code","native"
330,"MRN","TDWG Level 4 code","native"
331,"TAIOO","TDWG Level 4 code","native"
333,"FIJOO","TDWG Level 4 code","native"
334,"HAWHI","TDWG Level 4 code","native"
335,"TUBOO","TDWG Level 4 code","native"
336,"SOL","TDWG Level 4 code","native"
336,"SAMWS","TDWG Level 4 code","native"
337,"JAWOO","TDWG Level 4 code","native"
337,"BISOO","TDWG Level 4 code","native"
337,"BORSB,BORSR,MLYPM","TDWG Level 4 code","native"
337,"CHSHK","TDWG Level 4 code","native"
337,"MLY","TDWG Level 4 code","native"
337,"NWGPN","TDWG Level 4 code","native"
337,"MLYPM","TDWG Level 4 code","native"
337,"SULOO","TDWG Level 4 code","native"
337,"MOLOO","TDWG Level 4 code","native"
337,"BORKA,JAWOO,LSIBA,LSILS,MOLOO,NWGIJ,SULOO,SUMOO","TDWG Level 4 code","native"
337,"LSILS","TDWG Level 4 code","native"
337,"MLYSI","TDWG Level 4 code","native"
337,"PHIOO","TDWG Level 4 code","native"
337,"QLDQU","TDWG Level 4 code","native"
337,"NWGIJ","TDWG Level 4 code","native"
338,"CNYOO","TDWG Level 4 code","native"
338,"SICSI","TDWG Level 4 code","native"
338,"79","TDWG Level 4 code","native"
338,"SICMA","TDWG Level 4 code","native"
338,"CALOO","TDWG Level 4 code","native"
338,"PALIS","TDWG Level 4 code","native"
338,"FRAFR","TDWG Level 4 code","native"
338,"LEEGU","TDWG Level 4 code","native"
338,"CLMOO","TDWG Level 4 code","native"
338,"GRBOO","TDWG Level 4 code","native"
338,"HAW","TDWG Level 4 code","native"
338,"51","TDWG Level 4 code","native"
338,"ALGOO","TDWG Level 4 code","native"
338,"CLCBI,CLCCO,CLCLA,CLCMA,CLCOH,CLCSA,CLCVA,CLNAN,CLNAT,CLNTA,CLSAI,CLSLL,CLSMG","TDWG Level 4 code","native"
338,"50","TDWG Level 4 code","native"
338,"ITAIT","TDWG Level 4 code","native"
338,"YUGMN","TDWG Level 4 code","native"
338,"POROO","TDWG Level 4 code","native"
338,"LBSLB","TDWG Level 4 code","native"
339,"NEBOO","TDWG Level 4 code","native"
339,"FLAOO","TDWG Level 4 code","native"
339,"CALOO","TDWG Level 4 code","native"
339,"IOWOO","TDWG Level 4 code","native"
340,"NEBOO","TDWG Level 4 code","native"
340,"KANOO","TDWG Level 4 code","native"
340,"MINOO","TDWG Level 4 code","native"
340,"IOWOO","TDWG Level 4 code","native"
341,"SWIOO","TDWG Level 4 code","native"
341,"ALGOO","TDWG Level 4 code","native"
341,"PRMOO","TDWG Level 4 code","native"
341,"ALTOO","TDWG Level 4 code","native"
341,"JAPKY","TDWG Level 4 code","native"
341,"DENOO","TDWG Level 4 code","native"
341,"YAKOO","TDWG Level 4 code","native"
341,"IREIR","TDWG Level 4 code","native"
341,"KUROO","TDWG Level 4 code","native"
341,"GEROO","TDWG Level 4 code","native"
341,"3","TDWG Level 4 code","native"
341,"IRNOO","TDWG Level 4 code","native"
341,"JAPHK","TDWG Level 4 code","native"
341,"SWEOO","TDWG Level 4 code","native"
341,"HUNOO","TDWG Level 4 code","native"
341,"20","TDWG Level 4 code","native"
341,"ITAIT","TDWG Level 4 code","native"
341,"JAPSH","TDWG Level 4 code","native"
341,"37","TDWG Level 4 code","native"
341,"36","TDWG Level 4 code","native"
341,"KOR","TDWG Level 4 code","native"
341,"CHNSX","TDWG Level 4 code","native"
341,"GRBOO","TDWG Level 4 code","native"
341,"ROMOO","TDWG Level 4 code","native"
341,"JAPHN","TDWG Level 4 code","native"
341,"IRENI","TDWG Level 4 code","native"
341,"POLOO","TDWG Level 4 code","native"
341,"1","TDWG Level 4 code","native"
341,"NOROO","TDWG Level 4 code","native"
341,"14","TDWG Level 4 code","native"
341,"JAP","TDWG Level 4 code","native"
342,"ABTOO","TDWG Level 4 code","native"
342,"WYOOO","TDWG Level 4 code","native"
343,"NEBOO","TDWG Level 4 code","native"
343,"COLOO","TDWG Level 4 code","native"
343,"IOWOO","TDWG Level 4 code","native"
343,"WYOOO","TDWG Level 4 code","native"
343,"WISOO","TDWG Level 4 code","native"
343,"UTAOO","TDWG Level 4 code","native"
343,"ARIOO","TDWG Level 4 code","native"
343,"CALOO","TDWG Level 4 code","native"
343,"ABTOO,BRCOO,LABOO,MANOO,NBROO,NFLNE,NSLOO,NUNOO,NWTOO,ONTOO,PEIOO,QUEOO,SASOO,YUKOO","TDWG Level 4 code","native"
